epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,3693.68,1.41653,1.07167,1.0358,0.48388,0.35629,0.36929,0.2217,1.43268,1.13379,1.04588,0.00832,0.00832,0.00832
178,3714.63,1.40556,1.06995,1.03291,0.48452,0.35602,0.3696,0.22172,1.4328,1.13352,1.04586,0.00814,0.00814,0.00814
179,3734.65,1.42512,1.07643,1.04367,0.48383,0.35706,0.36946,0.22167,1.43285,1.13344,1.04576,0.00796,0.00796,0.00796
180,3753.61,1.40767,1.06322,1.0381,0.48686,0.3562,0.36974,0.22192,1.43286,1.13347,1.04573,0.00778,0.00778,0.00778
181,3772.29,1.40317,1.06531,1.03286,0.48699,0.3561,0.36977,0.22188,1.43273,1.13317,1.0456,0.0076,0.0076,0.0076
182,3793.77,1.40115,1.05966,1.03105,0.48789,0.35605,0.36985,0.22205,1.43263,1.13316,1.04558,0.00742,0.00742,0.00742
183,3812.54,1.41083,1.06214,1.0286,0.48753,0.35698,0.37041,0.22209,1.4322,1.13283,1.04535,0.00724,0.00724,0.00724
184,3831.04,1.41877,1.07549,1.03758,0.48754,0.35716,0.37061,0.22236,1.43248,1.13299,1.04536,0.00706,0.00706,0.00706
185,3849.59,1.41009,1.06093,1.03564,0.48855,0.35616,0.37059,0.22232,1.43238,1.13301,1.04535,0.00688,0.00688,0.00688
186,3870.8,1.39813,1.06119,1.03462,0.48819,0.35627,0.37061,0.22242,1.43224,1.13289,1.0453,0.0067,0.0067,0.0067
187,3889.34,1.40876,1.06318,1.03621,0.48753,0.35684,0.37068,0.22243,1.43206,1.13248,1.04513,0.00652,0.00652,0.00652
188,3907.76,1.43194,1.0758,1.03977,0.48808,0.3565,0.37059,0.22237,1.4323,1.13273,1.04516,0.00634,0.00634,0.00634
