epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,4727.17,1.43333,1.09007,1.03868,0.5007,0.37376,0.38682,0.23432,1.38877,1.09524,1.03071,0.00634,0.00634,0.00634
189,4746.68,1.41079,1.06833,1.02603,0.5016,0.37351,0.38684,0.23408,1.38873,1.09558,1.03069,0.00616,0.00616,0.00616
190,4764.18,1.39774,1.06366,1.02853,0.50271,0.37338,0.38688,0.23409,1.38883,1.09552,1.03063,0.00598,0.00598,0.00598
191,4785.43,1.40275,1.06646,1.03506,0.50086,0.3733,0.38705,0.23424,1.38886,1.09557,1.03062,0.0058,0.0058,0.0058
192,4803.2,1.38281,1.05569,1.02832,0.5015,0.37316,0.38691,0.23421,1.38901,1.09582,1.03064,0.00562,0.00562,0.00562
193,4820.96,1.383,1.06351,1.02377,0.50197,0.37294,0.38707,0.2342,1.38898,1.09578,1.03056,0.00544,0.00544,0.00544
194,4840.56,1.3968,1.06234,1.01809,0.50197,0.37241,0.38703,0.23417,1.38885,1.09577,1.03045,0.00526,0.00526,0.00526
195,4859.76,1.39705,1.06573,1.02806,0.5009,0.37271,0.38711,0.2342,1.38904,1.09577,1.03046,0.00508,0.00508,0.00508
196,4877.9,1.39294,1.06227,1.02601,0.50169,0.3727,0.38698,0.23419,1.38902,1.09576,1.03047,0.0049,0.0049,0.0049
197,4896.43,1.38663,1.0582,1.02277,0.50236,0.37258,0.38701,0.23452,1.38891,1.0959,1.03038,0.00472,0.00472,0.00472
198,4915.68,1.37501,1.04598,1.02383,0.50258,0.3722,0.38694,0.23431,1.38907,1.09596,1.03035,0.00454,0.00454,0.00454
199,4934.01,1.38953,1.04995,1.02428,0.50375,0.37199,0.38684,0.23436,1.38888,1.09589,1.03026,0.00436,0.00436,0.00436
200,4951.36,1.39682,1.05814,1.02616,0.50431,0.37162,0.38683,0.23444,1.38899,1.09595,1.03024,0.00418,0.00418,0.00418
