epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,3460.86,1.45144,1.16159,1.06023,0.46651,0.37479,0.37744,0.22572,1.40461,1.11642,1.04048,0.01876,0.01876,0.01876
120,3479.91,1.46263,1.16326,1.06373,0.45832,0.37477,0.37743,0.22552,1.40418,1.11603,1.03993,0.01858,0.01858,0.01858
121,3497.84,1.44872,1.14748,1.05951,0.46151,0.37446,0.37675,0.22548,1.40357,1.11518,1.03998,0.0184,0.0184,0.0184
122,3518.25,1.4402,1.14052,1.06573,0.46334,0.37517,0.37789,0.22602,1.40225,1.11342,1.03934,0.01822,0.01822,0.01822
123,3538.31,1.45271,1.15264,1.05487,0.46413,0.37383,0.37748,0.22571,1.40187,1.11245,1.03929,0.01804,0.01804,0.01804
124,3558.02,1.46484,1.17577,1.05864,0.46359,0.37335,0.37659,0.22576,1.40161,1.11249,1.03891,0.01786,0.01786,0.01786
125,3575.36,1.45946,1.15908,1.0583,0.4645,0.37471,0.37662,0.22637,1.40149,1.11233,1.0386,0.01768,0.01768,0.01768
126,3592.75,1.44924,1.14992,1.05667,0.46625,0.37314,0.37649,0.22616,1.40072,1.11149,1.0386,0.0175,0.0175,0.0175
127,3610.11,1.45479,1.15321,1.05273,0.47128,0.37345,0.37726,0.22645,1.39991,1.11072,1.03824,0.01732,0.01732,0.01732
128,3628.16,1.46964,1.16821,1.05905,0.47183,0.37077,0.37743,0.2267,1.399,1.10902,1.03744,0.01714,0.01714,0.01714
129,3646.14,1.44922,1.14277,1.0592,0.47393,0.37128,0.37809,0.22679,1.39895,1.10948,1.03738,0.01696,0.01696,0.01696
130,3663.45,1.44562,1.13391,1.05413,0.47267,0.37172,0.37917,0.2271,1.39873,1.10829,1.03705,0.01678,0.01678,0.01678
131,3681.32,1.44476,1.13951,1.05557,0.47212,0.37532,0.37972,0.22752,1.39795,1.1077,1.03677,0.0166,0.0166,0.0166
132,3700.39,1.43864,1.13061,1.0541,0.47261,0.37488,0.37968,0.22753,1.39721,1.10729,1.0363,0.01642,0.01642,0.01642
133,3717.56,1.45208,1.15113,1.05955,0.47384,0.37413,0.3796,0.22754,1.39676,1.10661,1.03594,0.01624,0.01624,0.01624
134,3735.31,1.44855,1.15399,1.05656,0.47608,0.37335,0.37989,0.22756,1.39609,1.10595,1.03595,0.01606,0.01606,0.01606
135,3752.5,1.45507,1.13736,1.05675,0.47599,0.3732,0.38016,0.22773,1.39542,1.10486,1.03559,0.01588,0.01588,0.01588
136,3770.14,1.45611,1.14235,1.05428,0.47418,0.37508,0.38029,0.22801,1.39535,1.10464,1.03563,0.0157,0.0157,0.0157
137,3787.69,1.45089,1.1424,1.05537,0.47688,0.37591,0.3804,0.22816,1.39522,1.10493,1.0357,0.01552,0.01552,0.01552
138,3804.96,1.4301,1.1305,1.04754,0.47617,0.37581,0.3801,0.22829,1.39527,1.10526,1.0356,0.01534,0.01534,0.01534
139,3822.67,1.44218,1.142,1.05005,0.47521,0.37458,0.38016,0.22854,1.39494,1.10438,1.03543,0.01516,0.01516,0.01516
140,3839.97,1.45582,1.14671,1.05962,0.47919,0.37343,0.38041,0.2286,1.39493,1.10408,1.03538,0.01498,0.01498,0.01498
141,3857.7,1.43435,1.12259,1.0522,0.47567,0.37425,0.38086,0.22898,1.39417,1.10362,1.03516,0.0148,0.0148,0.0148
142,3875.35,1.4331,1.12555,1.0528,0.47313,0.37442,0.38103,0.22941,1.39374,1.10366,1.03496,0.01462,0.01462,0.01462
143,3893.25,1.43937,1.13657,1.05075,0.4735,0.37428,0.38129,0.22954,1.39329,1.10296,1.03481,0.01444,0.01444,0.01444
